Property Name,Branch Name,Industry Name,Irrigation Controller Count,Irrigation Controller Type,Irrigation Flow Sensor,Irrigation Master Valve,Irrigation Meter Count,Lead Source,Property Address Line 1,Property City,Property Group Name,Property State/Province Code,Property Type,Property Zip Code,Turf SF,Planter SF,Slope SF
UCI Vista Del Campo,Bemus Santa Ana - Hathaway,Higher Education,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,62600 Arroyo Dr,Irvine,Bemus- Maintenance/Tree Care,CA,Unknown,92617,#N/A,#N/A,#N/A
UCI Vista Del Campo Norte,Bemus Santa Ana - Hathaway,Higher Education,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,28700 Arroyo DR,Irvine,Bemus- Maintenance/Tree Care,CA,Unknown,92617,#N/A,#N/A,#N/A
Uday Yadav Residence,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39 South Peak,Laguna Niguel,Bemus- Tree Care,CA,Tree Care,92677,#N/A,#N/A,#N/A
Union Square at Hazard Center,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7461 Hazard Center Drive,San Diego,Bemus- Tree Care,CA,Tree Care,92108,#N/A,#N/A,#N/A
United Legwear,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,36855 W 4th St,Beaumont,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92223,#N/A,#N/A,#N/A
United Water Works,Bemus Santa Ana - Hathaway,HOA/COA/TOA,2,Dumb,No,No,Unknown,Unknown,1313 E Hunter Ave.,Santa Ana,Bemus- Maintenance,CA,Maintenance,92705,#N/A,#N/A,#N/A
United Water Works,Bemus Santa Ana - Hathaway,HOA/COA/TOA,2,Dumb,No,No,Unknown,Unknown,1313 E Hunter Ave.,Santa Ana,Bemus- Maintenance,CA,Maintenance,92705,#N/A,#N/A,#N/A
University Canyon East (UCE),Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6311 caminito del cervato,San Diego,Unknown,CA,Unknown,92111,#N/A,#N/A,#N/A
University Canyon West,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6274 Caminito Del Oeste,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92111,#N/A,#N/A,#N/A
University Community Association,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4530 Sandburg Way,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92612,#N/A,#N/A,#N/A
University Greens HOA,Bemus Riverside,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,2500 Bryn Mawr Lane,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92507,#N/A,#N/A,#N/A
University Grove East Highlands,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,Unknown,Redlands,Unknown,CA,Unknown,Unknown,#N/A,#N/A,#N/A
University Park HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,14464 Saint Michaels Lane,Chino,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91710,#N/A,#N/A,#N/A
University Plaza Pomona,Bemus Riverside,Retail,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,3560 W Temple Ave,Pomona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91768,#N/A,#N/A,#N/A
University Village,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,Iowa Ave and University,Riverside,Unknown,CA,Unknown,92507,#N/A,#N/A,#N/A
Upland Business Park Owners Association,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,"828-860 W. 9th Street, Upland, CA 91786",Upland,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91786,#N/A,#N/A,#N/A
Upland Central HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,672 Farrier Way,Upland,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91786,#N/A,#N/A,#N/A
Upland Hills Country Club,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1231 E. 16th Street,Upland,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91784,#N/A,#N/A,#N/A
Upland Hills Estates HOA (0579) BELAN,Bemus Riverside,Unknown,Unknown,Mixed,No,No,Unknown,Customer Referral,P.O. Box 74268,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,#N/A,#N/A,#N/A
Upland Viewpoint HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,1724 Canyon View Ave.,Upland,Bemus- Tree Care,CA,Tree Care,91784,#N/A,#N/A,#N/A
Upper Newport Plaza,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 Upper Newport Plaza Dr.,Newport Beach,Unknown,CA,Unknown,92660,#N/A,#N/A,#N/A
UPS,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,111 Bingham Road,San Marcos,Unknown,CA,Unknown,92069,#N/A,#N/A,#N/A
Uptown Newport Master Association,Bemus Santa Ana - Anne,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,4311-4321 Jamboree Rd.,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92663,#N/A,#N/A,#N/A
Ursula Residence,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,212 Hazel Dr.,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92625,#N/A,#N/A,#N/A
US Bank -3400 - San Marcos - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,669 S Rancho Santa Fe Road,San Marcos,Bemus- Maintenance/Tree Care,CA,Unknown,92069,#N/A,#N/A,#N/A
US Bank: 1449 - Monterey Park - Saturn Street - MUB,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1980 Saturn Street,Monterey Park,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91755,#N/A,#N/A,#N/A
US Bank: 2546 - Artesia - Cerritos Ctr - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,18616 Gridley Road,Artesia,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90701,#N/A,#N/A,#N/A
US Bank: 2560 - Blue Jay- MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,27321 N Bay Road,Blue Jay,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92317,#N/A,#N/A,#N/A
US Bank: 2576 - Carlsbad - Village Dr - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,840 Carlsbad Village Dr,Carlsbad,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92008,#N/A,#N/A,#N/A
US Bank: 2581 - Chino Hills - Crossroads - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13225 Peyton Dr,Chino Hills,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91709,#N/A,#N/A,#N/A
US Bank: 2583 - Chula Vista - Eastlake - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2269 Otay Lakes Rd,Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91910,#N/A,#N/A,#N/A
US Bank: 2584 - Chula Vista - Island - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,410 H St,Chula Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91910,#N/A,#N/A,#N/A
US Bank: 2588 - City of Industry - Colim - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,17899 Colima Rd,City of Industry,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91748,#N/A,#N/A,#N/A
US Bank: 2595 - Coronado - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,800 Orange Ave,Coronado,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92118,#N/A,#N/A,#N/A
US Bank: 2611 - Encinitas - D St - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,200 West D St,Encinitas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92024,#N/A,#N/A,#N/A
US Bank: 2612 - Encinitas - E Encinitas - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,247 N El Camino Real,Encinitas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92024,#N/A,#N/A,#N/A
US Bank: 2614 - Escondido - W Grand - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,303 W Grand Ave,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92025,#N/A,#N/A,#N/A
US Bank: 2633 - Fullerton - Harbor Blvd - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,911 N Harbor Blvd,Fullerton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92832,#N/A,#N/A,#N/A
US Bank: 2634 - Garden Grove - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,11900 Brookhurst St,Garden Grove,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92840,#N/A,#N/A,#N/A
US Bank: 2636 - Gardena - S Western - MUB,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,15800 S Western Ave,Gardena,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90247,#N/A,#N/A,#N/A
US Bank: 2646 - Hawthorne - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,12801 Hawthorne Blvd,Hawthorne,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90250,#N/A,#N/A,#N/A
US Bank: 2648 - Hemet - E Florida - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,800 E Florida Ave,Hemet,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92543,#N/A,#N/A,#N/A
US Bank: 2652 - Huntington Beach - Beach - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,16141 Beach Blvd,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92647,#N/A,#N/A,#N/A
US Bank: 2654 - Huntington Beach - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,19240 Goldenwest St,Huntington Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92648,#N/A,#N/A,#N/A
US Bank: 2663 - La Jolla - Girard Ave - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,7807 Girard Ave,La Jolla,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92037,#N/A,#N/A,#N/A
US Bank: 2665 - La Mesa - Spring St - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4771 Spring St,La Mesa,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91942,#N/A,#N/A,#N/A
US Bank: 2668 - Laguna Hills - MUB,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,23511 Pasea De Valencia,Laguna Hills,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92653,#N/A,#N/A,#N/A
US Bank: 2673 - LEMON GROVE - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,3123 Lemon Grove Ave,Lemon Grove,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,Unknown,#N/A,#N/A,#N/A
US Bank: 2675 - Long Beach - Naples - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,5430 E 2nd Street,Long Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90803,#N/A,#N/A,#N/A
US Bank: 2703 - Montebello - N Wilcox - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,850 N Wilcox Ave,Montebello,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90640,#N/A,#N/A,#N/A
US Bank: 2710 - National City - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,22 8th E St.,Chula Vista,Bemus- Maintenance,CA,Maintenance,91950,#N/A,#N/A,#N/A
US Bank: 2710 UB - National City - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,22 E 8th Street,National City,Bemus- Maintenance,CA,Maintenance,91950,#N/A,#N/A,#N/A
US Bank: 2713 - Newport Beach - Superior - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,396 Superior Ave,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92663,#N/A,#N/A,#N/A
US Bank: 2721 - Oceanside - S Coast Hwy - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,840 S Coast Hwy,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92054,#N/A,#N/A,#N/A
US Bank: 2722 - Oceanside - Vista - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2733 Vista Way,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92054,#N/A,#N/A,#N/A
US Bank: 2743 - Poway - 12312 Poway - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12312 Poway Rd,Poway,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92064,#N/A,#N/A,#N/A
US Bank: 2745 - Ramona - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1512 Main St,Ramona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92065,#N/A,#N/A,#N/A
US Bank: 2746 - Rancho Cucamonga - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,11551 Foothill Blvd,Rancho Cucamonga,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91730,#N/A,#N/A,#N/A
US Bank: 2754 - Riverside - Glen Avon - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9103 Mission Blvd,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92509,#N/A,#N/A,#N/A
US Bank: 2755 - Riverside - Arlington - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9811 Magnolia Ave,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92503,#N/A,#N/A,#N/A
US Bank: 2756 - Riverside - Vine St - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,3625 Vlne St,Riverside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92507,#N/A,#N/A,#N/A
US Bank: 2764 - San Bernardino - Highland - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,290 E Highland Ave,San Bernardino,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92404,#N/A,#N/A,#N/A
US Bank: 2768 - San Diego - Midway - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,3261 Sports Arena Blvd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92110,#N/A,#N/A,#N/A
US Bank: 2771 - San Diego - Euclid - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1666 Euclid Ave,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92105,#N/A,#N/A,#N/A
US Bank: 2773 - San Diego - Waring - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,5197 Waring,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92120,#N/A,#N/A,#N/A
US Bank: 2774 - San Diego - Laurel - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,344 Laurel St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92101,#N/A,#N/A,#N/A
US Bank: 2776 - San Diego - Kearny Mesa - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,7770 Clairemont Mesa Blvd,San Diego,Bemus- Maintenance,CA,Maintenance,92111,#N/A,#N/A,#N/A
US Bank: 2777 - San Diego - Clairemont - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4225 Genesee Ave,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92117,#N/A,#N/A,#N/A
US Bank: 2778 - San Diego - Lake Murray - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,8630 Lake Murray Blvd,San Diego,Bemus- Maintenance,CA,Maintenance,92119,#N/A,#N/A,#N/A
US Bank: 2780 - San Diego - Point Loma - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1175 Rosecrans St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92106,#N/A,#N/A,#N/A
US Bank: 2783 - San Diego - Bernardo - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,16880 Bernardo Center Dr,Rancho Bernardo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92128,#N/A,#N/A,#N/A
US Bank: 2784 - San Diego - Mira Mesa - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,8359 Mira Mesa Blvd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92126,#N/A,#N/A,#N/A
US Bank: 2789 - San Diego - North Park - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2927 University Ave,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92104,#N/A,#N/A,#N/A
US Bank: 3386 - San Gabriel - Las Tunas Drive - MUB,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,835 E. Las Tunas Drive,San Gabriel,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91776,#N/A,#N/A,#N/A
US Bank: 3395 - San Juan Capistrano - MUB,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,31971 Camino Capistrano,San Juan Capistrano,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92675,#N/A,#N/A,#N/A
US Bank: 3420 - Santee - Mission Gorge - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9760 Mission Gorge Rd,Santee,Bemus- Maintenance,CA,Maintenance,92071,#N/A,#N/A,#N/A
US Bank: 3433 - Spring Valley - Campo - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9846 Campo Rd,Spring Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91977,#N/A,#N/A,#N/A
US Bank: 3440 - Temecula - Ynez Rd - MUB,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,26407 Ynez Rd,Temecula,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92591,#N/A,#N/A,#N/A
US Bank: 3447 - Tustin - Newport Ave - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13300 Newport Ave,Tustin,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92780,#N/A,#N/A,#N/A
US Bank: 3456 - Vista - Civic Center - MUB,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,825 Civic Center Dr,Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92084,#N/A,#N/A,#N/A
US Bank: 3462 - Westminster - Brookhurst - MUB,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,15377 Brookhurst St,Westminster,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92683,#N/A,#N/A,#N/A
US Bank: 8855 - Arcadia - S Baldwin - MUB,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,1400 S Baldwin Ave,Arcadia,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91007,#N/A,#N/A,#N/A
US Bank: 8856 - Bellflower - 15908 Bellflower,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,15908 Bellflower Blvd,Bellflower,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90709,#N/A,#N/A,#N/A
US Bank: 8859 - Buena Park - Beach Blvd,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,5470 Beach Blvd,Buena Park,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90621,#N/A,#N/A,#N/A
US Bank: 8860 - Buena Park - La Palma,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,8460 La Palma Ave,Buena Park,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90620,#N/A,#N/A,#N/A
US Bank: 8865 - Garden Grove - 12112 Valley Vw,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12112 Valley View St,Garden Grove,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92845,#N/A,#N/A,#N/A
US Bank: 8877 - Lake Forest - El Toro,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,22405 El Toro Rd,Lake Forest,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92630,#N/A,#N/A,#N/A
US Bank: 8893 - Montebello - W Beverly,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1611 W Beverly Blvd,Montebello,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90840,#N/A,#N/A,#N/A
US Bank: 8903 - Placentia - E Yorba Linda,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,201 E Yorba Linda Blvd,Placentia,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92870,#N/A,#N/A,#N/A
US Bank: 8915 - Stanton - Beach Blvd,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12000 Beach Blvd,Stanton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90690,#N/A,#N/A,#N/A
US Bank: 8916 - Stanton - Land,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12050-12080 Beach Blvd,Stanton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90680,#N/A,#N/A,#N/A
US Bank: 8968 - San Diego - 9400 Mira Mesa,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9400 Mira Mesa Blvd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92126,#N/A,#N/A,#N/A
US Bank: 8979 - San Diego - Federal,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,5100 Federal Blvd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92105,#N/A,#N/A,#N/A
US Bank: 8984 - Vista - Vista Village,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,245 Vista Village Dr,Vista,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92083,#N/A,#N/A,#N/A
US Bank: 8989 - Signal Hills - Cheery Ave,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,2615 Cherry Ave,Signal Hill,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90755,#N/A,#N/A,#N/A
US Bank: 9021 - Escondido - North County,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,125 N Broadway,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92025,#N/A,#N/A,#N/A
US Bank: 9022 - San Diego - Kearney Mesa,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9005 Complex Dr,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92123,#N/A,#N/A,#N/A
US Bank: 9042 - Carlsbad - Village Drive,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,770 Carlsbad Village Dr,Carlsbad,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92008,#N/A,#N/A,#N/A
US Bank: 9043 - Del Mar,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2830 Via de la Valle,Del Mar,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92014,#N/A,#N/A,#N/A
US Bank: 9053 - San Diego - Scripps Ranch,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9918 Hibert St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92131,#N/A,#N/A,#N/A
US Bank: 9056 - Temecula,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,27280 Jefferson AVe,Temecula,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92590,#N/A,#N/A,#N/A
US Bank: 9187 - Brea - Central Ave,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,275 W Central Ave,Brea,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92821,#N/A,#N/A,#N/A
US Bank: 9190 - Downey,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,10990 Downey Ave,Downey,Bemus- Maintenance,CA,Maintenance,90241,#N/A,#N/A,#N/A
